iter	Logloss
323	0.3041466433
324	0.3038931979
325	0.3036599616
326	0.3032900688
327	0.3027652103
328	0.3025587775
329	0.302302364
330	0.3018520158
331	0.3015109033
332	0.3013924839
333	0.3010264236
334	0.3008580578
335	0.3006086506
336	0.3001757958
337	0.2998994081
338	0.2996981711
339	0.2991764486
340	0.2987180836
341	0.2985237634
342	0.2981633485
343	0.2977470731
344	0.2974173654
345	0.2971508922
346	0.2968190109
347	0.2965920706
348	0.2963766858
349	0.2961249902
350	0.2956700634
351	0.2955141776
352	0.2951784916
353	0.2948496773
354	0.2946013155
355	0.2941876058
356	0.2939568331
357	0.2936087763
358	0.2931697732
359	0.2928782082
360	0.292548325
361	0.2921337139
362	0.2919165801
363	0.2917154349
364	0.2915361012
365	0.2911641057
366	0.2907222619
367	0.2903599019
368	0.2899859197
369	0.2894088815
370	0.2892661431
371	0.2889391096
372	0.288645551
373	0.2882219166
374	0.2876443263
375	0.2873144713
376	0.2871225725
377	0.2868033966
378	0.286361295
379	0.2862240789
380	0.2859967683
381	0.2857917131
382	0.2856135309
383	0.2855551158
384	0.285233245
385	0.2848295687
386	0.2845305835
387	0.284318958
388	0.2840379689
389	0.2839061354
390	0.283619713
391	0.2834087435
392	0.2830959751
393	0.2827544901
394	0.282577581
395	0.2822700189
396	0.282103507
397	0.2816660398
398	0.2813883117
399	0.2808979088
400	0.2806101599
401	0.2802553113
402	0.279884785
403	0.2794970383
404	0.2790210655
405	0.2787671113
406	0.2781979475
407	0.2777243796
408	0.2774219351
409	0.2769580197
410	0.2767309105
411	0.2761509894
412	0.2758086033
413	0.2755169992
414	0.2751973983
415	0.2748668996
416	0.2746807648
417	0.2744158481
418	0.2740767726
419	0.2738764829
420	0.2734920446
421	0.2730821016
422	0.2727385454
423	0.272553787
424	0.272340761
425	0.2720111184
426	0.2717803469
427	0.2714780238
428	0.2713177796
429	0.2710238375
430	0.2705267534
431	0.2702801348
432	0.2699699014
433	0.2698115344
434	0.2696187895
435	0.269390319
436	0.268959692
437	0.268740607
438	0.2683954476
439	0.268227323
440	0.2680228547
441	0.2677191519
442	0.2674066038
443	0.2671132932
444	0.2667846581
445	0.2665751007
446	0.2662309326
447	0.2659916561
448	0.2657147055
449	0.2654568978
450	0.26508517
451	0.2647932015
452	0.2646877044
453	0.2643944343
454	0.2639579148
455	0.2637932175
456	0.2635843795
457	0.2634225317
458	0.2628314561
459	0.2625133027
460	0.2621392938
461	0.2616183958
462	0.2614294369
463	0.2612842312
464	0.2611219256
465	0.2605948689
466	0.2601437924
467	0.259998636
468	0.2598826252
469	0.2596276876
470	0.2593403042
471	0.2591762082
472	0.2588700834
473	0.2585532827
474	0.2582779087
475	0.2579604635
476	0.2576917503
477	0.2574815004
478	0.2572828747
479	0.2570402126
480	0.2568473156
481	0.2565822673
482	0.2563595767
483	0.256043632
484	0.2558355451
485	0.2554613555
486	0.2552151598
487	0.2550080312
488	0.2547890311
489	0.2545011592
490	0.2540910261
491	0.2538150529
492	0.2537215202
493	0.2534239486
494	0.2532249008
495	0.2525793556
496	0.2522108377
497	0.2518610623
498	0.2515855535
499	0.2513270487
500	0.2509379388
501	0.250593519
502	0.2502086385
503	0.2499739027
504	0.2498287447
505	0.2495620383
506	0.2492557169
507	0.2490049075
508	0.2488673344
509	0.2486934373
510	0.2485558823
511	0.2484320243
512	0.2483033613
513	0.2481446519
514	0.247984569
515	0.2477060052
516	0.2474343095
517	0.2472078447
518	0.2470192947
519	0.246858203
520	0.2466654532
521	0.246500512
522	0.2460950034
523	0.2458106835
524	0.2455722771
525	0.2454496364
526	0.2451315921
527	0.2448184042
528	0.244591319
529	0.2443680528
530	0.2443380944
531	0.2441504284
532	0.2437553002
533	0.2435343229
534	0.2432587438
535	0.2430615515
536	0.2428808911
537	0.2427187233
538	0.242583376
539	0.2424877607
540	0.2422621224
541	0.2418662261
542	0.241678181
543	0.2415621396
544	0.2411362919
545	0.2409508638
546	0.2407960864
547	0.2404738373
548	0.2401191595
549	0.2399750401
550	0.2397546975
551	0.2395977437
552	0.2392996301
553	0.239271555
554	0.2391132993
555	0.2388418751
556	0.238633567
557	0.238433889
558	0.238275079
559	0.2382207448
560	0.2380066836
561	0.2377113666
562	0.2375274973
563	0.2373370631
564	0.2371909777
565	0.2369422368
566	0.2368439636
567	0.2367036836
568	0.2364787309
569	0.2361488727
570	0.2357411513
571	0.2355594589
572	0.2355116037
573	0.2352660168
574	0.2347536583
575	0.2345355772
576	0.2344138527
577	0.2342718961
578	0.2340344823
579	0.2336621993
580	0.2333993626
581	0.2331950558
582	0.2330289029
583	0.2325080393
584	0.2321802062
585	0.2319377917
586	0.2317812353
587	0.2315945906
588	0.2314399619
589	0.2313101764
590	0.2310057491
591	0.2306165618
592	0.2304241845
593	0.2300939927
594	0.2297915414
595	0.2294766203
596	0.2290479655
597	0.2288627253
598	0.2286657794
599	0.2284768067
600	0.2281856627
601	0.2280401252
602	0.2277496355
603	0.2274165773
604	0.2271231716
605	0.226827348
606	0.2267242644
607	0.2266152287
608	0.2263586431
609	0.2261149199
610	0.2258232538
611	0.2255793314
612	0.2254124403
613	0.2252675784
614	0.2250101934
615	0.2247579599
616	0.2244455128
617	0.2243193454
618	0.2240743358
619	0.2237836943
620	0.223520294
621	0.223389628
622	0.2231393882
623	0.2229720572
624	0.222806441
625	0.2226107457
626	0.2223361265
627	0.222124482
628	0.2217942181
629	0.2214606133
630	0.2213112184
631	0.2212086593
632	0.2208320662
633	0.2206116291
634	0.2204843308
635	0.2202869947
636	0.2202136393
637	0.2200223584
638	0.2197749865
639	0.2196574564
640	0.2194678496
641	0.2191931191
642	0.2188271943
643	0.2187144993
644	0.2184869588
645	0.2180846243
646	0.2178686104
647	0.217680797
648	0.2175763352
649	0.2172751143
650	0.2168411283
651	0.2166717551
652	0.2164389424
653	0.2160403425
654	0.2158284958
655	0.2156413675
656	0.2153220104
657	0.2150785703
658	0.214874209
659	0.2145782051
660	0.2143782062
661	0.2141228365
662	0.2139262118
663	0.2137037608
664	0.2134506527
665	0.2132070247
666	0.2130206755
667	0.2128776307
668	0.2125185113
669	0.2123158721
670	0.212309243
671	0.2121105664
672	0.2120091583
673	0.2117692647
674	0.2117069861
675	0.2114866891
676	0.2112699743
677	0.2109319128
678	0.2107442909
679	0.2107229647
680	0.210546481
681	0.2103544442
682	0.2101648386
683	0.2098294089
684	0.2097469537
685	0.2094711394
686	0.2093979881
687	0.2091914529
688	0.2089987564
689	0.20875202
690	0.2086977747
691	0.2083885206
692	0.2082388391
693	0.2080959155
694	0.2079069047
695	0.207731962
696	0.2074392175
697	0.2071940026
698	0.2071599214
699	0.2069524004
700	0.2066073028
701	0.206388046
702	0.2062100674
703	0.206098596
704	0.2060272659
705	0.2057728446
706	0.2055390064
707	0.2053424327
708	0.2051116114
709	0.2049459689
710	0.2047521619
711	0.2046195125
712	0.2044082222
713	0.2042752723
714	0.2041110251
715	0.2036262822
716	0.2034775018
717	0.2033224491
718	0.203040901
719	0.2028237686
720	0.2026674957
721	0.2025953988
722	0.2024092759
723	0.2021718642
724	0.2018548446
725	0.201739143
726	0.2015343686
727	0.2013147215
728	0.2011409899
729	0.2010210563
730	0.2007430754
731	0.2005940533
732	0.2002791457
733	0.2001637424
734	0.1999530299
735	0.1997466331
736	0.1995638777
737	0.1994709215
738	0.1993304895
739	0.1991511386
740	0.1989850572
741	0.1987940637
742	0.198594192
743	0.1983999592
744	0.198108313
745	0.1980231261
746	0.1979016524
747	0.1977303776
748	0.1975793884
749	0.197465444
750	0.1972826886
751	0.1970548683
752	0.196908773
753	0.1967718166
754	0.1965968983
755	0.1963988417
756	0.1962367716
757	0.1960868452
758	0.1958729113
759	0.1957642834
760	0.1954717325
761	0.1953279195
762	0.1951220149
763	0.1948814835
764	0.1946628809
765	0.194423193
766	0.1942521955
767	0.1941594224
768	0.1938119502
769	0.1936564533
770	0.1934277327
771	0.193260796
772	0.1931672408
773	0.1928780228
774	0.192757077
775	0.1925746214
776	0.192464056
777	0.1922508481
778	0.1921726501
779	0.1920773378
780	0.1917388554
781	0.191497124
782	0.1913186987
783	0.1911564136
784	0.1910322318
785	0.1908603217
786	0.190607918
787	0.1903449543
788	0.1900642448
789	0.1899654856
790	0.1898106372
791	0.1896440923
792	0.1894864602
793	0.1893184253
794	0.1891300361
795	0.1890218185
796	0.1887571612
797	0.1886308514
798	0.188421602
799	0.1881289135
800	0.1880521807
801	0.1879025248
802	0.1878344106
803	0.1876811404
804	0.1874537468
805	0.1872854724
806	0.1869945209
807	0.1868833496
808	0.1867998802
809	0.1865607319
810	0.1864676272
811	0.1863825397
812	0.1860569672
813	0.1858630192
814	0.1856561832
815	0.1855320656
816	0.1853256682
817	0.1852173094
818	0.1851154607
819	0.1849437603
820	0.1847233011
821	0.1845367992
822	0.1845011337
823	0.1841738914
824	0.1840645865
825	0.1839110854
826	0.1837758901
827	0.1835675952
828	0.1833021253
829	0.1829671353
830	0.1828271018
831	0.1825060885
832	0.1822369154
833	0.1821938771
834	0.1819830872
835	0.1818460478
836	0.1817575372
837	0.181693719
838	0.1814425322
839	0.181283401
840	0.1811419914
841	0.180999999
842	0.1809374498
843	0.1806895835
844	0.1803213739
845	0.1800183576
846	0.1798792667
847	0.1797410133
848	0.1795416701
849	0.1793232168
850	0.1791093902
851	0.1788208732
852	0.1787595449
853	0.1785945064
854	0.1784906252
855	0.1783778948
856	0.178228277
857	0.1781530675
858	0.178098526
859	0.1779255997
860	0.1777961345
861	0.1776205177
862	0.1774716679
863	0.1773124349
864	0.1771963065
865	0.1770985784
866	0.1769429668
867	0.1767406964
868	0.1766388178
869	0.1763600211
870	0.1761248735
871	0.1760146308
872	0.1759116259
873	0.175804513
874	0.1756394112
875	0.1754318562
876	0.1751871144
877	0.1750528915
878	0.174823712
879	0.1744539539
880	0.1742927247
881	0.1740315824
882	0.1738027137
883	0.1736785957
884	0.1734580685
885	0.1734121095
886	0.1732965287
887	0.1731666018
888	0.1728073468
889	0.1727451014
890	0.172638067
891	0.1724033365
892	0.1721929579
893	0.1720416959
894	0.1717609353
895	0.1717012914
896	0.1715626083
897	0.1713585192
898	0.1712104185
899	0.1711503996
900	0.1710538644
901	0.1708940612
902	0.170695575
903	0.1705687009
904	0.170447045
905	0.1703633062
906	0.1701495833
907	0.1699301093
908	0.169853973
909	0.1697394976
910	0.1696093821
911	0.1695186486
912	0.169352147
913	0.1691730916
914	0.1689460847
915	0.1687891024
916	0.1685540612
917	0.1684354109
918	0.1683296353
919	0.1681827235
920	0.1680076853
921	0.1679006743
922	0.1678044017
923	0.1676619727
924	0.1674941939
925	0.1674357231
926	0.1672471551
927	0.1671826162
928	0.1670479884
929	0.1668599984
930	0.1667776617
931	0.1664956919
932	0.1663364648
933	0.1661461792
934	0.1660484602
935	0.1660398792
936	0.1658000756
937	0.1656641049
938	0.1655624663
939	0.1654004343
940	0.1652972007
941	0.1651412663
942	0.1650502384
943	0.164929106
944	0.1648510194
945	0.1647065157
946	0.1644430108
947	0.16435151
948	0.1643409024
949	0.1643184009
950	0.1642306203
951	0.1640737125
952	0.1639788181
953	0.1637565794
954	0.1635829093
955	0.1633706856
956	0.1632125795
957	0.1631486686
958	0.1629893431
959	0.1628329836
960	0.1626546638
961	0.1624383833
962	0.162301237
963	0.1621793259
964	0.1621029934
965	0.1619728444
966	0.1619431194
967	0.1618745062
968	0.1618674263
969	0.1617687299
970	0.1616825371
971	0.1613994567
972	0.1612297622
973	0.1610968308
974	0.1609922185
975	0.1608696227
976	0.1607507354
977	0.1606845156
978	0.1605859548
979	0.1603500525
980	0.1602016111
981	0.1600509557
982	0.1598018837
983	0.1597093218
984	0.1593851038
985	0.1592090947
986	0.1590301943
987	0.1589397654
988	0.1587964513
989	0.1584730445
990	0.1583796132
991	0.1582138518
992	0.15803043
993	0.1579389531
994	0.1577920143
995	0.1576372442
996	0.1576246224
997	0.1574400943
998	0.1573396884
999	0.1572142232
